ID,Insects,Crop,Soil,Category_of_Toxicant,Does_count,Number_of_Weeks_Used,Number_Weeks_does_not used,Season,Crop_status
19,489,Food,silt,2,40,15,17,2,0
20,488,Food,silt,2,40,23,12,2,0
21,488,Food,silt,2,50,11,13,2,0
22,488,Food,silt,2,50,28,5,3,0
23,488,Food,silt,2,50,30,0,1,0
24,488,Food,silt,2,55,8,15,2,0
25,488,Food,silt,2,60,,16,2,0
26,488,Food,silt,2,60,24,7,3,0
,,,,,,,,,
1,531,Food,silt,2,10,,14,2,0
2,531,Food,silt,2,10,19,12,2,0
3,531,Food,silt,2,10,19,14,2,0
4,531,Food,silt,2,10,26,2,2,0
5,531,Food,silt,2,15,15,15,2,0
6,531,Food,silt,2,20,14,10,1,0
7,531,Food,silt,2,20,16,8,3,0
8,531,Food,silt,2,20,23,0,2,0
9,531,Food,silt,2,25,36,0,1,0
10,531,Food,silt,2,30,16,17,3,0
11,531,Food,silt,2,30,20,8,1,0
12,531,Food,silt,2,30,20,16,2,0
13,531,Food,silt,2,30,21,9,1,0
14,531,Food,silt,2,30,21,12,2,0
15,531,Food,silt,2,30,25,5,2,0
16,531,Food,silt,2,30,25,8,1,0
17,531,Food,silt,2,30,27,8,1,0
18,531,Food,silt,2,30,29,2,1,0
19,531,Food,silt,2,30,38,1,2,0
20,531,Food,silt,2,40,17,16,1,0
21,531,Food,silt,2,40,23,10,2,0
22,531,Food,silt,2,50,30,1,1,0
23,531,Food,silt,2,80,30,3,2,0
24,577,Food,silt,2,5,13,16,2,0
25,577,Food,silt,2,10,22,4,3,0
26,577,Food,silt,2,10,,2,3,0
27,577,Food,silt,2,10,33,1,1,0
28,577,Food,silt,2,15,,19,1,0
29,577,Food,silt,2,15,10,19,1,0
30,577,Food,silt,2,15,33,1,2,0
31,577,Food,silt,2,20,27,5,3,0
32,577,Food,silt,2,25,14,19,2,0
33,577,Food,silt,2,25,16,18,2,0
34,577,Food,silt,2,25,22,7,2,0
35,577,Food,silt,2,25,24,11,2,0
36,577,Food,silt,2,25,34,1,1,0
37,577,Food,silt,2,30,,18,2,0
38,577,Food,silt,2,30,21,8,3,0
39,577,Food,silt,2,30,25,13,3,0
40,577,Food,silt,2,30,28,5,3,0
41,577,Food,silt,2,40,20,13,1,0
42,577,Food,silt,2,40,23,17,1,0
43,577,Food,silt,2,40,25,4,1,0
44,577,Food,silt,2,40,30,11,2,0
45,577,Food,silt,2,40,38,0,3,0
46,577,Food,silt,2,45,12,13,1,0
47,577,Food,silt,2,45,17,12,2,0
48,577,Food,silt,2,50,15,9,2,0
49,577,Food,silt,2,50,15,15,2,0
50,577,Food,silt,2,60,,14,3,0
51,577,Food,silt,2,70,24,3,1,0
52,577,Food,silt,2,70,29,9,2,0
53,625,Food,silt,2,30,20,18,3,0
54,625,Food,silt,2,10,,19,1,0
55,625,Food,silt,2,10,24,14,3,0
56,626,Food,silt,2,10,24,15,1,0
57,625,Food,silt,2,10,29,5,2,0
58,625,Food,silt,2,20,16,14,2,0
59,625,Food,silt,2,20,17,17,1,0
60,625,Food,silt,2,20,23,10,2,0
61,626,Food,silt,2,20,23,12,1,0
62,625,Food,silt,2,20,30,0,2,0
63,626,Food,silt,2,25,,14,1,0
64,625,Food,silt,2,25,15,16,3,0
65,625,Food,silt,2,30,10,13,1,0
66,625,Food,silt,2,30,28,6,3,0
67,626,Food,silt,2,30,29,1,1,0
68,625,Food,silt,2,30,32,0,1,0
69,626,Food,silt,2,35,15,15,1,0
70,626,Food,silt,2,35,21,10,3,0
71,625,Food,silt,2,35,28,3,2,0
72,626,Food,silt,2,40,12,20,2,0
73,626,Food,silt,2,40,21,13,2,0
74,625,Food,silt,2,45,20,4,3,0
75,625,Food,silt,2,50,23,5,1,0
76,625,Food,silt,2,50,34,2,3,0
77,626,Food,silt,2,60,22,13,2,0
78,625,Food,silt,2,75,27,5,1,0
79,625,Food,silt,2,80,10,10,2,0
80,677,Food,silt,2,5,20,7,2,0
81,677,Food,silt,2,40,25,14,2,0
82,677,Food,silt,2,10,26,4,1,0
83,677,Food,silt,2,10,27,6,3,0
84,677,Food,silt,2,15,15,21,2,0
85,677,Food,silt,2,15,,2,1,0
86,677,Food,silt,2,20,19,7,1,0
87,677,Food,silt,2,20,22,11,1,0
88,677,Food,silt,2,20,23,14,3,0
89,677,Food,silt,2,20,29,2,1,0
90,677,Food,silt,2,25,9,21,3,0
91,677,Food,silt,2,30,18,14,2,0
92,677,Food,silt,2,30,20,2,3,0
93,677,Food,silt,2,30,29,6,1,0
94,677,Food,silt,2,30,32,2,3,0
95,677,Food,silt,2,30,34,2,1,0
96,677,Food,silt,2,35,20,15,2,0
97,677,Food,silt,2,40,10,11,3,0
98,677,Food,silt,2,40,16,18,3,0
99,677,Food,silt,2,40,25,2,2,0
100,677,Food,silt,2,40,26,13,2,0
101,677,Food,silt,2,40,30,5,2,0
102,677,Food,silt,2,45,33,2,2,0
103,677,Food,silt,2,50,12,20,1,0
104,677,Food,silt,2,60,,11,3,0
105,677,Food,silt,2,60,,19,2,0
106,677,Food,silt,2,60,17,14,2,0
107,677,Food,silt,2,80,34,3,1,0
,,,,,,,,,
1,731,Food,silt,2,10,14,22,2,0
2,731,Food,silt,2,20,8,10,1,0
3,732,Food,silt,2,5,,19,2,0
4,731,Food,silt,2,5,23,15,1,0
5,732,Food,silt,2,10,11,16,2,0
6,731,Food,silt,2,10,,4,1,0
7,732,Food,silt,2,10,23,8,2,0
8,732,Food,silt,2,10,24,3,1,0
9,732,Food,silt,2,10,28,7,2,0
10,731,Food,silt,2,15,15,14,1,0
11,731,Food,silt,2,15,,11,3,0
12,732,Food,silt,2,20,6,18,2,0
13,731,Food,silt,2,20,10,19,1,0
14,732,Food,silt,2,20,14,21,1,0
15,731,Food,silt,2,20,18,0,1,0
16,732,Food,silt,2,20,25,14,3,0
17,732,Food,silt,2,20,30,5,2,0
18,732,Food,silt,2,30,28,3,2,0
19,732,Food,silt,2,30,,7,1,0
20,731,Food,silt,2,40,9,15,2,0
21,731,Food,silt,2,40,16,15,3,0
22,731,Food,silt,2,40,21,9,1,0
23,732,Food,silt,2,40,27,8,2,0
24,731,Food,silt,2,60,37,2,2,0
25,732,Food,silt,2,80,29,5,3,0
26,789,Food,silt,2,5,14,23,1,0
27,790,Food,silt,2,5,,19,1,0
28,789,Food,silt,2,5,,3,2,0
29,790,Food,silt,2,10,17,23,2,0
30,790,Food,silt,2,10,19,7,1,0
31,789,Food,silt,2,10,21,17,2,0
32,789,Food,silt,2,10,,0,1,0
33,789,Food,silt,2,10,30,8,2,0
34,789,Food,silt,2,15,10,15,2,0
35,789,Food,silt,2,15,14,21,2,0
36,790,Food,silt,2,15,20,15,2,0
37,789,Food,silt,2,15,20,17,2,0
38,789,Food,silt,2,15,29,8,2,0
39,789,Food,silt,2,20,,10,2,0
40,789,Food,silt,2,20,16,15,2,0
41,789,Food,silt,2,20,20,18,3,0
42,789,Food,silt,2,20,21,12,3,0
43,789,Food,silt,2,20,34,0,2,0
44,790,Food,silt,2,25,36,1,2,0
45,790,Food,silt,2,30,34,3,1,0
46,790,Food,silt,2,30,38,5,3,0
47,789,Food,silt,2,35,29,3,1,0
48,790,Food,silt,2,40,16,20,2,0
49,789,Food,silt,2,40,21,11,1,0
50,790,Food,silt,2,40,40,4,3,0
51,789,Food,silt,2,50,25,10,3,0
52,789,Food,silt,2,60,15,18,1,0
53,789,Food,silt,2,60,28,6,1,0
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
1,850,Food,silt,2,10,25,12,1,0
2,851,Food,silt,2,10,28,9,1,0
3,851,Food,silt,2,10,30,4,2,0
4,851,Food,silt,2,10,,2,1,0
5,851,Food,silt,2,20,8,12,1,0
6,851,Food,silt,2,20,17,4,1,0
7,851,Food,silt,2,20,19,17,1,0
8,850,Food,silt,2,20,23,19,1,0
9,851,Food,silt,2,20,23,20,2,0
10,850,Food,silt,2,20,28,16,1,0
11,851,Food,silt,2,25,19,18,1,0
12,851,Food,silt,2,25,22,16,2,0
13,851,Food,silt,2,25,28,10,2,0
14,851,Food,silt,2,30,10,22,1,0
15,851,Food,silt,2,30,11,20,3,0
16,851,Food,silt,2,30,14,21,1,0
17,850,Food,silt,2,30,22,9,1,0
18,851,Food,silt,2,30,22,14,2,0
19,851,Food,silt,2,35,32,2,1,0
20,851,Food,silt,2,40,10,21,1,0
21,851,Food,silt,2,40,15,1,1,0
22,850,Food,silt,2,40,21,14,2,0
23,851,Food,silt,2,40,,6,2,0
24,851,Food,silt,2,40,23,11,2,0
25,851,Food,silt,2,40,24,15,2,0
26,851,Food,silt,2,40,26,14,1,0
27,850,Food,silt,2,40,39,1,3,0
28,851,Food,silt,2,50,13,23,1,0
29,851,Food,silt,2,50,23,14,3,0
30,851,Food,silt,2,50,28,10,1,0
31,851,Food,silt,2,60,14,14,3,0
32,851,Food,silt,2,60,26,11,1,0
33,850,Food,silt,2,60,27,10,2,0
34,850,Food,silt,2,60,29,7,3,0
35,851,Food,silt,2,60,40,1,3,0
,,,,,,,,,
1,916,Food,silt,2,5,37,0,3,0
2,915,Food,silt,2,10,24,9,1,0
3,915,Food,silt,2,10,25,10,1,0
4,916,Food,silt,2,15,7,24,3,0
5,915,Food,silt,2,15,10,20,3,0
6,915,Food,silt,2,15,15,25,2,0
7,916,Food,silt,2,15,27,13,2,0
8,916,Food,silt,2,15,37,1,1,0
9,915,Food,silt,2,20,25,8,3,0
10,915,Food,silt,2,20,28,1,1,0
11,916,Food,silt,2,20,37,4,2,0
12,915,Food,silt,2,25,19,20,1,0
13,915,Food,silt,2,30,21,19,1,0
14,915,Food,silt,2,30,30,10,2,0
15,916,Food,silt,2,35,,22,2,0
16,915,Food,silt,2,35,22,13,2,0
17,915,Food,silt,2,35,28,18,2,0
18,915,Food,silt,2,40,,16,1,0
19,916,Food,silt,2,40,16,21,3,0
20,915,Food,silt,2,50,24,13,3,0
21,915,Food,silt,2,60,,21,2,0
22,915,Food,silt,2,60,35,1,2,0
23,984,Food,silt,2,10,8,18,1,0
24,984,Food,silt,2,10,10,19,3,0
25,984,Food,silt,2,15,16,22,2,0
26,984,Food,silt,2,15,25,4,2,0
27,984,Food,silt,2,15,25,13,2,0
28,984,Food,silt,2,20,21,11,3,0
29,984,Food,silt,2,20,27,5,1,0
30,984,Food,silt,2,20,30,4,3,0
31,984,Food,silt,2,20,30,10,1,0
32,984,Food,silt,2,20,40,2,3,0
33,984,Food,silt,2,25,,16,3,0
34,984,Food,silt,2,25,39,2,3,0
35,984,Food,silt,2,30,23,16,3,0
36,984,Food,silt,2,30,25,10,2,0
37,984,Food,silt,2,30,27,10,2,0
38,984,Food,silt,2,35,29,10,3,0
39,984,Food,silt,2,40,28,6,3,0
40,984,Food,silt,2,40,29,9,2,0
41,984,Food,silt,2,45,25,13,2,0
42,984,Food,silt,2,50,15,21,3,0
43,984,Food,silt,2,50,22,18,3,0
44,984,Food,silt,2,50,30,9,3,0
45,984,Food,silt,2,60,22,15,3,0
46,984,Food,silt,2,60,38,6,1,0
47,984,Food,silt,2,80,30,3,2,0
48,1056,Food,silt,2,40,25,15,2,0
49,1056,Food,silt,2,5,13,22,2,0
50,1056,Food,silt,2,5,29,14,2,0
51,1056,Food,silt,2,10,14,21,1,0
52,1056,Food,silt,2,10,18,18,1,0
53,1056,Food,silt,2,10,19,20,2,0
54,1056,Food,silt,2,10,24,17,2,0
55,1056,Food,silt,2,10,35,12,2,0
56,1056,Food,silt,2,10,36,4,2,0
57,1056,Food,silt,2,15,30,15,1,0
58,1056,Food,silt,2,15,44,2,2,0
59,1056,Food,silt,2,20,26,9,2,0
60,1056,Food,silt,2,20,27,0,3,0
61,1056,Food,silt,2,20,34,12,1,0
62,1056,Food,silt,2,20,36,5,2,0
63,1056,Food,silt,2,20,39,1,1,0
64,1056,Food,silt,2,30,27,10,1,0
65,1056,Food,silt,2,30,,8,3,0
66,1056,Food,silt,2,30,36,4,2,0
67,1056,Food,silt,2,35,42,0,1,0
68,1056,Food,silt,2,40,21,11,2,0
69,1056,Food,silt,2,40,22,17,2,0
70,1056,Food,silt,2,40,,16,3,0
71,1056,Food,silt,2,40,31,12,2,0
72,1056,Food,silt,2,40,34,2,3,0
73,1056,Food,silt,2,40,34,3,2,0
74,1056,Food,silt,2,40,35,5,2,0
75,1056,Food,silt,2,50,26,14,2,0
76,1056,Food,silt,2,50,33,7,3,0
77,1056,Food,silt,2,50,36,3,1,0
78,1056,Food,silt,2,60,10,27,1,0
79,1056,Food,silt,2,60,13,26,2,0
80,1056,Food,silt,2,60,20,17,1,0
81,1056,Food,silt,2,60,24,15,1,0
82,1132,Food,silt,2,5,10,28,1,0
83,1132,Food,silt,2,10,13,15,2,0
84,1132,Food,silt,2,10,,1,2,0
85,1132,Food,silt,2,10,32,10,3,0
86,1132,Food,silt,2,10,40,1,3,0
87,1132,Food,silt,2,15,21,18,3,0
88,1132,Food,silt,2,15,25,13,3,0
89,1132,Food,silt,2,20,8,18,2,0
90,1132,Food,silt,2,20,24,19,1,0
91,1132,Food,silt,2,20,,8,1,0
92,1132,Food,silt,2,25,13,26,2,0
93,1132,Food,silt,2,25,17,17,3,0
94,1132,Food,silt,2,30,,24,1,0
95,1132,Food,silt,2,30,19,21,2,0
96,1132,Food,silt,2,30,24,9,2,0
97,1132,Food,silt,2,30,31,9,1,0
98,1132,Food,silt,2,35,29,16,3,0
99,1132,Food,silt,2,40,11,26,2,0
100,1132,Food,silt,2,40,26,11,2,0
101,1132,Food,silt,2,40,39,3,1,0
102,1132,Food,silt,2,45,36,8,1,0
103,1132,Food,silt,2,45,39,1,3,0
104,1132,Food,silt,2,50,40,0,3,0
105,1132,Food,silt,2,60,35,3,2,0
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
1,1132,Food,silt,2,20,26,16,2,2
2,1212,Food,silt,2,10,20,20,2,0
3,1212,Food,silt,2,10,9,26,2,0
4,1212,Food,silt,2,10,24,23,2,0
5,1212,Food,silt,2,10,25,17,3,0
6,1212,Food,silt,2,10,,4,1,0
7,1212,Food,silt,2,10,40,0,1,0
8,1212,Food,silt,2,15,15,25,2,0
9,1212,Food,silt,2,15,17,27,1,0
10,1212,Food,silt,2,15,18,27,1,0
11,1212,Food,silt,2,15,35,1,2,0
12,1212,Food,silt,2,20,14,10,2,0
13,1212,Food,silt,2,20,,20,1,0
14,1212,Food,silt,2,20,25,15,1,0
15,1212,Food,silt,2,20,31,10,1,0
16,1212,Food,silt,2,20,41,6,2,0
17,1212,Food,silt,2,25,9,25,3,0
18,1212,Food,silt,2,25,10,29,1,0
19,1212,Food,silt,2,25,31,4,2,0
20,1212,Food,silt,2,30,17,29,3,0
21,1212,Food,silt,2,30,22,19,1,0
22,1212,Food,silt,2,30,24,21,2,0
23,1212,Food,silt,2,30,27,18,1,0
24,1212,Food,silt,2,30,34,6,2,0
25,1212,Food,silt,2,30,36,3,3,0
26,1212,Food,silt,2,30,41,0,1,0
27,1212,Food,silt,2,35,13,24,2,0
28,1212,Food,silt,2,35,32,9,2,0
29,1212,Food,silt,2,50,15,27,1,0
30,1212,Food,silt,2,50,28,11,1,0
31,1212,Food,silt,2,50,32,8,3,0
32,1212,Food,silt,2,50,35,8,1,0
33,1212,Food,silt,2,50,38,7,1,0
34,1212,Food,silt,2,60,28,16,1,0
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
1,1297,Food,silt,2,20,24,20,2,0
2,1296,Food,silt,2,5,7,15,2,0
3,1296,Food,silt,2,10,20,11,2,0
4,1297,Food,silt,2,10,,13,2,0
5,1296,Food,silt,2,20,21,19,1,0
6,1297,Food,silt,2,20,22,22,2,0
7,1297,Food,silt,2,20,25,7,2,0
8,1296,Food,silt,2,20,25,18,2,0
9,1297,Food,silt,2,20,30,2,2,0
10,1297,Food,silt,2,20,,6,2,0
11,1297,Food,silt,2,30,29,12,2,0
12,1297,Food,silt,2,30,35,5,2,0
13,1297,Food,silt,2,30,,3,3,0
14,1297,Food,silt,2,35,20,17,1,0
15,1296,Food,silt,2,40,24,28,1,0
16,1296,Food,silt,2,40,29,12,1,0
17,1296,Food,silt,2,40,30,18,3,0
18,1296,Food,silt,2,50,29,7,2,0
19,1296,Food,silt,2,50,30,15,1,0
20,1297,Food,silt,2,50,31,17,2,0
21,1296,Food,silt,2,50,34,10,2,0
22,1296,Food,silt,2,60,9,30,3,0
23,1297,Food,silt,2,60,20,24,2,0
24,1297,Food,silt,2,60,34,2,2,0
25,1296,Food,silt,2,80,29,15,2,0
,,,,,,,,,
1,1297,Food,silt,2,80,33,5,1,2
2,1385,Food,silt,2,20,43,5,2,0
3,1385,Food,silt,2,5,20,24,2,0
4,1385,Food,silt,2,10,8,28,1,0
5,1385,Food,silt,2,10,,19,2,0
6,1385,Food,silt,2,10,49,2,2,0
7,1385,Food,silt,2,15,10,28,1,0
8,1385,Food,silt,2,15,15,26,1,0
9,1385,Food,silt,2,15,22,6,2,0
10,1385,Food,silt,2,15,32,16,3,0
11,1385,Food,silt,2,20,12,29,2,0
12,1385,Food,silt,2,20,,27,1,0
13,1385,Food,silt,2,20,22,11,2,0
14,1385,Food,silt,2,20,,9,2,0
15,1385,Food,silt,2,20,24,21,3,0
16,1385,Food,silt,2,20,27,16,2,0
17,1385,Food,silt,2,20,36,5,3,0
18,1385,Food,silt,2,25,30,8,1,0
19,1385,Food,silt,2,30,15,13,1,0
20,1385,Food,silt,2,30,23,18,1,0
21,1385,Food,silt,2,30,30,10,2,0
22,1385,Food,silt,2,30,32,8,2,0
23,1385,Food,silt,2,30,44,2,2,0
24,1385,Food,silt,2,35,29,14,1,0
25,1385,Food,silt,2,35,41,4,2,0
26,1385,Food,silt,2,40,13,27,1,0
27,1385,Food,silt,2,40,14,31,3,0
28,1385,Food,silt,2,40,22,19,1,0
29,1385,Food,silt,2,40,25,17,3,0
30,1385,Food,silt,2,40,33,13,2,0
31,1385,Food,silt,2,50,,1,3,0
32,1385,Food,silt,2,60,39,4,1,0
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
1,1478,Food,silt,2,10,38,7,1,0
2,1478,Food,silt,2,20,15,25,2,0
3,1478,Food,silt,2,5,30,12,1,0
4,1478,Food,silt,2,5,40,4,2,0
5,1478,Food,silt,2,5,42,2,1,0
6,1478,Food,silt,2,10,12,17,1,0
7,1478,Food,silt,2,10,25,22,2,0
8,1478,Food,silt,2,10,31,12,2,0
9,1478,Food,silt,2,10,32,7,1,0
10,1478,Food,silt,2,10,37,14,1,0
11,1478,Food,silt,2,15,15,5,3,0
12,1478,Food,silt,2,15,15,27,3,0
13,1478,Food,silt,2,15,,19,2,0
14,1478,Food,silt,2,20,8,30,2,0
15,1478,Food,silt,2,20,13,22,2,0
16,1478,Food,silt,2,20,14,28,1,0
17,1478,Food,silt,2,20,16,21,1,0
18,1478,Food,silt,2,20,16,24,2,0
19,1478,Food,silt,2,20,19,23,1,0
20,1478,Food,silt,2,20,20,24,2,0
21,1478,Food,silt,2,20,,7,3,0
22,1478,Food,silt,2,20,27,21,2,0
23,1478,Food,silt,2,20,32,13,2,0
24,1478,Food,silt,2,20,33,10,2,0
25,1478,Food,silt,2,20,33,13,2,0
26,1478,Food,silt,2,25,41,1,3,0
27,1478,Food,silt,2,30,14,30,2,0
28,1478,Food,silt,2,30,19,27,3,0
29,1478,Food,silt,2,30,25,17,2,0
30,1478,Food,silt,2,30,25,25,2,0
31,1478,Food,silt,2,35,12,27,2,0
32,1478,Food,silt,2,40,13,29,3,0
33,1478,Food,silt,2,40,14,29,1,0
34,1478,Food,silt,2,40,21,24,2,0
35,1478,Food,silt,2,40,33,14,1,0
36,1478,Food,silt,2,55,35,2,2,0
37,1478,Food,silt,2,60,37,3,1,0
,,,,,,,,,
1,1575,Food,silt,2,10,23,19,3,0
2,1576,Food,silt,2,10,25,23,2,0
3,1576,Food,silt,2,15,,18,2,0
4,1575,Food,silt,2,15,25,13,2,0
5,1575,Food,silt,2,15,,14,2,0
6,1576,Food,silt,2,15,30,17,1,0
7,1575,Food,silt,2,15,32,15,2,0
8,1576,Food,silt,2,15,34,7,3,0
9,1576,Food,silt,2,20,16,29,3,0
10,1576,Food,silt,2,20,23,16,2,0
11,1575,Food,silt,2,20,25,15,3,0
12,1576,Food,silt,2,20,32,13,3,0
13,1575,Food,silt,2,20,37,5,2,0
14,1576,Food,silt,2,20,38,5,3,0
15,1576,Food,silt,2,20,40,1,3,0
16,1576,Food,silt,2,20,,4,2,0
17,1575,Food,silt,2,25,14,27,2,0
18,1576,Food,silt,2,25,28,22,1,0
19,1575,Food,silt,2,25,29,19,1,0
20,1576,Food,silt,2,30,16,19,2,0
21,1576,Food,silt,2,30,31,15,2,0
22,1575,Food,silt,2,30,40,6,2,0
23,1576,Food,silt,2,30,44,2,2,0
24,1576,Food,silt,2,40,13,28,1,0
25,1576,Food,silt,2,40,16,29,2,0
26,1576,Food,silt,2,40,,29,2,0
27,1575,Food,silt,2,40,21,15,1,0
28,1576,Food,silt,2,40,,28,2,0
29,1575,Food,silt,2,50,25,13,2,0
30,1576,Food,silt,2,55,26,19,2,0
31,1576,Food,silt,2,60,16,25,2,0
32,1575,Food,silt,2,60,37,8,3,0
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
1,1678,Food,silt,2,10,40,6,2,0
2,1678,Food,silt,2,15,24,25,2,0
3,1678,Food,silt,2,15,30,11,2,0
4,1678,Food,silt,2,20,13,16,2,0
5,1678,Food,silt,2,20,14,28,1,0
6,1678,Food,silt,2,20,,14,2,0
7,1678,Food,silt,2,25,27,22,2,0
8,1678,Food,silt,2,30,7,28,1,0
9,1678,Food,silt,2,30,,29,1,0
10,1678,Food,silt,2,30,36,6,3,0
11,1678,Food,silt,2,35,18,28,2,0
12,1678,Food,silt,2,40,17,27,2,0
13,1678,Food,silt,2,40,19,24,2,0
14,1678,Food,silt,2,40,26,16,2,0
15,1678,Food,silt,2,40,28,18,3,0
16,1678,Food,silt,2,50,32,17,2,0
17,1678,Food,silt,2,60,46,0,1,0
18,1678,Food,silt,2,80,35,14,2,0
,,,,,,,,,
,,,,,,,,,
1,1678,Food,silt,2,20,36,4,2,2
2,1786,Food,silt,2,5,17,28,1,0
3,1785,Food,silt,2,5,22,25,1,0
4,1786,Food,silt,2,5,35,13,2,0
5,1785,Food,silt,2,5,37,12,3,0
6,1785,Food,silt,2,10,,19,2,0
7,1785,Food,silt,2,15,11,25,2,0
8,1785,Food,silt,2,15,31,11,2,0
9,1786,Food,silt,2,20,11,24,1,0
10,1785,Food,silt,2,20,15,34,1,0
11,1785,Food,silt,2,20,29,25,3,0
12,1786,Food,silt,2,20,30,10,1,0
13,1785,Food,silt,2,20,35,15,2,0
14,1785,Food,silt,2,30,,18,2,0
15,1786,Food,silt,2,30,27,13,2,0
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
1,1785,Food,silt,2,20,40,5,1,2
2,1898,Food,silt,2,5,18,32,2,0
3,1898,Food,silt,2,10,13,30,2,0
4,1898,Food,silt,2,10,36,14,1,0
5,1898,Food,silt,2,15,11,30,3,0
6,1898,Food,silt,2,15,24,24,2,0
7,1898,Food,silt,2,15,34,24,3,0
8,1898,Food,silt,2,15,44,8,3,0
9,1898,Food,silt,2,20,14,29,2,0
10,1898,Food,silt,2,20,15,26,2,0
11,1898,Food,silt,2,20,20,16,2,0
12,1898,Food,silt,2,20,22,25,2,0
13,1898,Food,silt,2,20,31,21,2,0
14,1898,Food,silt,2,20,40,2,2,0
15,1898,Food,silt,2,20,40,11,1,0
16,1898,Food,silt,2,20,45,3,1,0
17,1898,Food,silt,2,20,48,8,3,0
18,1898,Food,silt,2,25,28,20,1,0
19,1898,Food,silt,2,25,29,11,2,0
20,1898,Food,silt,2,25,32,12,1,0
21,1898,Food,silt,2,25,32,14,1,0
22,1898,Food,silt,2,25,38,10,2,0
23,1898,Food,silt,2,25,,2,3,0
24,1898,Food,silt,2,30,34,11,3,0
25,1898,Food,silt,2,30,35,16,2,0
26,1898,Food,silt,2,40,,34,2,0
27,1898,Food,silt,2,40,23,24,2,0
28,1898,Food,silt,2,40,35,13,1,0
29,1898,Food,silt,2,40,44,2,2,0
30,1898,Food,silt,2,50,30,17,1,0
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
1,2016,Food,silt,2,10,20,15,2,0
2,2015,Food,silt,2,10,24,22,1,0
3,2015,Food,silt,2,15,23,12,3,0
4,2015,Food,silt,2,20,,33,1,0
5,2016,Food,silt,2,20,33,10,2,0
6,2015,Food,silt,2,20,36,14,3,0
7,2015,Food,silt,2,20,44,3,1,0
8,2015,Food,silt,2,25,38,12,1,0
9,2015,Food,silt,2,25,45,9,2,0
10,2016,Food,silt,2,30,34,17,3,0
11,2015,Food,silt,2,40,12,36,1,0
12,2016,Food,silt,2,40,32,17,2,0
13,2016,Food,silt,2,40,41,12,1,0
14,2015,Food,silt,2,45,22,14,2,0
15,2016,Food,silt,2,55,36,15,2,0
16,2015,Food,silt,2,60,28,20,1,0
,,,,,,,,,
,,,,,,,,,
1,2139,Food,silt,2,10,15,31,2,0
2,2138,Food,silt,2,10,21,25,1,0
3,2138,Food,silt,2,10,25,18,1,0
4,2138,Food,silt,2,10,36,14,2,0
5,2138,Food,silt,2,10,40,17,2,0
6,2139,Food,silt,2,15,30,21,1,0
7,2139,Food,silt,2,20,12,33,3,0
8,2139,Food,silt,2,20,17,30,2,0
9,2139,Food,silt,2,20,36,10,3,0
10,2139,Food,silt,2,20,38,13,3,0
11,2139,Food,silt,2,20,50,1,2,0
12,2139,Food,silt,2,25,33,17,3,0
13,2138,Food,silt,2,25,35,9,1,0
14,2139,Food,silt,2,30,14,31,2,0
15,2138,Food,silt,2,30,25,24,2,0
16,2138,Food,silt,2,40,20,31,3,0
17,2139,Food,silt,2,40,22,28,2,0
18,2139,Food,silt,2,40,26,27,2,0
19,2138,Food,silt,2,40,44,2,3,0
20,2138,Food,silt,2,50,40,10,2,0
21,2139,Food,silt,2,60,41,16,3,0
22,2138,Food,silt,2,60,45,2,1,0
,,,,,,,,,
,,,,,,,,,
1,2267,Food,silt,2,10,10,32,1,0
2,2267,Food,silt,2,10,38,3,2,0
3,2267,Food,silt,2,15,16,35,1,0
4,2267,Food,silt,2,15,25,24,2,0
5,2267,Food,silt,2,15,50,7,3,0
6,2267,Food,silt,2,20,9,35,2,0
7,2267,Food,silt,2,20,12,36,2,0
8,2267,Food,silt,2,20,16,33,1,0
9,2267,Food,silt,2,20,20,21,2,0
10,2267,Food,silt,2,20,25,27,2,0
11,2267,Food,silt,2,20,40,8,3,0
12,2267,Food,silt,2,30,13,36,2,0
13,2267,Food,silt,2,30,42,11,2,0
14,2267,Food,silt,2,40,22,31,2,0
15,2267,Food,silt,2,40,24,26,3,0
16,2267,Food,silt,2,50,18,33,2,0
17,2267,Food,silt,2,60,46,2,2,0
18,2267,Food,silt,2,60,,1,3,0
,,,,,,,,,
1,2402,Food,silt,2,30,44,7,3,0
2,2401,Food,silt,2,5,34,20,2,0
3,2402,Food,silt,2,15,23,14,3,0
4,2401,Food,silt,2,20,,30,2,0
5,2401,Food,silt,2,20,20,30,1,0
6,2402,Food,silt,2,20,25,23,2,0
7,2401,Food,silt,2,20,28,29,1,0
8,2402,Food,silt,2,20,,12,3,0
9,2401,Food,silt,2,25,36,14,2,0
10,2401,Food,silt,2,30,,5,2,0
11,2401,Food,silt,2,35,43,8,3,0
12,2402,Food,silt,2,40,10,30,2,0
13,2401,Food,silt,2,40,36,16,2,0
